1 10 33746 6.493e+00 1.887e-02 0.0160216683604
2 15 29295 3.623e+00 1.206e-02 0.00651968398647
3 20 19097 1.791e+00 4.707e-03 0.00291722092062
4 25 11977 6.378e-01 1.762e-03 0.00148716258069
