1 17 31305 6.322e+00 1.761e-02 0.0292942564568
2 26 10683 3.327e+00 1.162e-02 0.0120916931802
3 34 8304 1.568e+00 4.769e-03 0.00547614441625
4 40 5385 6.356e-01 2.081e-03 0.00281500756526
